timestamp,cpu,memory,disk
2026-04-24 18:30:38.457896,3.4,91.5,0.7
2026-04-24 18:30:43.460122,3.6,90.6,0.7
2026-04-24 18:30:48.462319,2.4,90.4,0.7
2026-04-24 18:30:53.467204,6.7,90.3,0.7
2026-04-24 18:30:58.471373,3.7,90.3,0.7
2026-04-24 18:31:03.473812,8.3,89.3,0.7
2026-04-24 18:31:08.475982,2.3,89.4,0.7
2026-04-24 18:31:13.478294,1.6,89.4,0.7
2026-04-24 18:31:18.480466,2.5,89.1,0.7
2026-04-24 18:31:23.482772,2.2,89.0,0.7
2026-04-24 18:31:28.485344,2.3,88.9,0.7
2026-04-24 18:31:33.488101,2.5,88.9,0.7
2026-04-24 18:31:38.490428,2.4,88.8,0.7
2026-04-24 18:31:43.492781,2.3,88.8,0.7
2026-04-24 18:31:48.495209,3.1,88.5,0.7
2026-04-24 18:31:53.498234,6.4,86.5,0.7
2026-04-24 18:31:58.500980,3.1,86.4,0.7
2026-04-24 18:32:03.503646,3.3,86.5,0.7
2026-04-24 18:32:08.505838,1.8,86.5,0.7
2026-04-24 18:32:13.508276,1.2,86.5,0.7
2026-04-24 18:32:18.510931,6.5,86.5,0.7
2026-04-24 18:32:23.513150,2.1,86.4,0.7
2026-04-24 18:32:28.515500,1.5,86.4,0.7
2026-04-24 18:32:33.517720,12.3,87.0,0.7
2026-04-24 18:32:38.519941,16.4,87.9,0.7
2026-04-24 18:32:43.522281,5.2,87.9,0.7
2026-04-24 18:32:48.525201,6.7,87.9,0.7
2026-04-24 18:32:53.527773,4.6,87.8,0.7
2026-04-24 18:32:58.530544,2.5,87.7,0.7
2026-04-24 18:33:03.532790,2.4,87.7,0.7
2026-04-24 18:33:08.535115,2.1,87.7,0.7
2026-04-24 18:33:13.538047,17.4,87.9,0.7
2026-04-24 18:33:18.541095,11.3,88.0,0.7
2026-04-24 18:33:23.543666,6.0,87.9,0.7
2026-04-24 18:33:28.546635,1.9,87.8,0.7
2026-04-24 18:33:33.548823,1.5,87.8,0.7
2026-04-24 18:33:38.551464,2.3,87.8,0.7
2026-04-24 18:33:43.554331,1.6,87.8,0.7
2026-04-24 18:33:48.556727,1.5,87.5,0.7
2026-04-24 18:33:53.559202,3.1,87.6,0.7
2026-04-24 18:33:58.561469,2.4,87.5,0.7
2026-04-24 18:34:03.563804,1.8,87.6,0.7
2026-04-24 18:34:08.566098,2.1,87.6,0.7
2026-04-24 18:34:13.568612,10.5,83.2,0.7
2026-04-24 18:34:18.571231,2.1,82.6,0.7
2026-04-24 18:34:23.573570,1.8,82.6,0.7
2026-04-24 18:34:28.575812,1.7,82.5,0.7
2026-04-24 18:34:33.578095,1.5,82.5,0.7
2026-04-24 18:34:38.580464,1.5,82.8,0.7
2026-04-24 18:34:43.582602,2.0,82.6,0.7
2026-04-24 18:34:48.585001,4.6,82.6,0.7
2026-04-24 18:34:53.587469,3.0,82.5,0.7
2026-04-24 18:34:58.589822,2.5,82.2,0.7
2026-04-24 18:35:03.592088,1.4,82.3,0.7
2026-04-24 18:35:08.594394,0.8,82.1,0.7
2026-04-24 18:35:13.596709,1.0,82.1,0.7
2026-04-24 18:35:18.599138,4.0,82.4,0.7
2026-04-24 18:35:23.601925,5.6,82.9,0.7
2026-04-24 18:35:28.604746,2.8,82.8,0.7
2026-04-24 18:35:33.607100,1.4,82.9,0.7
2026-04-24 18:35:38.609256,2.0,82.9,0.7
2026-04-24 18:35:43.611485,2.0,82.9,0.7
2026-04-24 18:35:48.613535,2.0,82.9,0.7
2026-04-24 18:35:53.615866,3.1,82.8,0.7
2026-04-24 18:35:58.618148,1.0,82.7,0.7
2026-04-24 18:36:03.620403,1.5,82.8,0.7
2026-04-24 18:36:08.622653,1.6,82.8,0.7
2026-04-24 18:36:13.625000,1.8,82.8,0.7
2026-04-24 18:36:18.627289,1.2,82.9,0.7
2026-04-24 18:36:23.629588,2.6,82.9,0.7
2026-04-24 18:36:28.631949,1.6,82.6,0.7
2026-04-24 18:36:33.634356,1.9,82.5,0.7
2026-04-24 18:36:38.636942,2.1,82.6,0.7
2026-04-24 18:36:43.639316,2.3,82.5,0.7
2026-04-24 18:36:48.642167,1.6,82.5,0.7
2026-04-24 18:36:53.644939,10.9,80.2,0.7
2026-04-24 18:36:58.647708,11.0,78.2,0.7
2026-04-24 18:37:03.649961,1.9,78.2,0.7
2026-04-24 18:37:08.652120,1.5,78.2,0.7
2026-04-24 18:37:13.654349,1.5,78.2,0.7
2026-04-24 18:37:18.657249,1.6,78.2,0.7
2026-04-24 18:37:23.659489,1.4,78.1,0.7
2026-04-24 18:37:28.661825,1.4,78.1,0.7
2026-04-24 18:37:33.664796,3.1,78.1,0.7
2026-04-24 18:37:38.666815,1.9,78.1,0.7
2026-04-24 18:37:43.669107,2.2,78.1,0.7
2026-04-24 18:37:48.672003,2.6,78.1,0.7
2026-04-24 18:37:53.674108,9.1,78.6,0.7
2026-04-24 18:37:58.676427,10.2,78.8,0.7
2026-04-24 18:38:03.678736,3.0,78.9,0.7
2026-04-24 18:38:08.681101,3.7,78.9,0.7
2026-04-24 18:38:13.683382,2.0,78.7,0.7
2026-04-24 18:38:18.685555,1.5,78.8,0.7
2026-04-24 18:38:23.688210,2.6,78.8,0.7
2026-04-24 18:38:28.690708,1.4,78.7,0.7
2026-04-24 18:38:33.693305,1.4,78.7,0.7
2026-04-24 18:38:38.695852,2.7,78.8,0.7
2026-04-24 18:38:43.698077,1.7,78.8,0.7
2026-04-24 18:38:48.700275,2.2,78.6,0.7
2026-04-24 18:38:53.702555,3.2,78.6,0.7
2026-04-24 18:38:58.704734,1.3,78.6,0.7
2026-04-24 18:39:03.707156,1.6,78.6,0.7
2026-04-24 18:39:08.709608,2.1,78.6,0.7
2026-04-24 18:39:13.711876,1.9,78.3,0.7
2026-04-24 18:39:18.714067,1.6,78.3,0.7
2026-04-24 18:39:23.716331,1.3,78.2,0.7
2026-04-24 18:39:28.718583,1.1,78.2,0.7
2026-04-24 18:39:33.721037,2.3,78.1,0.7
2026-04-24 18:39:38.723220,1.2,78.1,0.7
2026-04-24 18:39:43.725496,1.2,78.0,0.7
2026-04-24 18:39:48.728260,0.9,78.0,0.7
2026-04-24 18:39:53.730520,2.2,78.0,0.7
2026-04-24 18:39:58.732853,2.4,78.0,0.7
2026-04-24 18:40:03.735377,1.7,78.0,0.7
2026-04-24 18:40:08.737722,1.6,78.0,0.7
2026-04-24 18:40:13.740255,1.5,78.0,0.7
2026-04-24 18:40:18.742977,9.0,77.9,0.7
2026-04-24 18:40:23.745399,4.6,78.4,0.7
2026-04-24 18:40:28.747708,2.8,78.3,0.7
2026-04-24 18:40:33.749921,1.8,78.3,0.7
2026-04-24 18:40:48.086738,34.0,81.6,0.7
2026-04-24 18:40:53.087728,17.2,81.8,0.7
2026-04-24 18:40:58.089421,1.8,81.1,0.7
2026-04-24 18:41:03.091039,1.1,81.1,0.7
2026-04-24 18:41:08.092867,1.1,80.8,0.7
2026-04-24 18:41:13.094270,1.6,80.8,0.7
2026-04-24 18:41:18.095939,1.2,80.8,0.7
2026-04-24 18:41:23.097690,1.0,80.7,0.7
2026-04-24 18:41:28.099297,1.5,80.4,0.7
2026-04-24 18:41:33.100580,0.4,80.4,0.7
2026-04-24 18:41:38.102140,0.6,80.4,0.7
2026-04-24 18:41:43.103770,0.8,80.4,0.7
2026-04-24 18:41:48.105528,3.9,80.5,0.7
2026-04-24 18:41:53.107645,1.2,80.0,0.7
2026-04-24 18:41:58.109236,3.0,80.1,0.7
2026-04-24 18:42:03.110894,1.0,80.1,0.7
2026-04-24 18:42:08.112573,0.4,80.1,0.7
2026-04-24 18:42:13.114062,0.8,80.0,0.7
2026-04-24 18:42:18.116612,0.7,80.2,0.7
2026-04-24 18:42:23.119305,1.0,80.2,0.7
2026-04-24 18:42:28.121804,2.4,80.2,0.7
2026-04-24 18:42:33.124084,1.7,80.1,0.7
2026-04-24 18:42:38.126456,1.4,80.2,0.7
2026-04-24 18:42:43.128697,3.2,80.1,0.7
2026-04-24 18:42:48.131017,2.1,79.9,0.7
2026-04-24 18:42:53.133356,2.0,79.9,0.7
2026-04-24 18:42:58.135563,1.4,79.8,0.7
2026-04-24 18:43:03.137780,1.5,79.7,0.7
2026-04-24 18:43:08.139979,1.2,79.7,0.7
2026-04-24 18:43:13.142330,1.3,79.7,0.7
2026-04-24 18:43:18.144866,1.6,79.7,0.7
2026-04-24 18:43:23.147325,1.0,79.8,0.7
2026-04-24 18:43:28.149675,2.3,79.7,0.7
2026-04-24 18:43:33.151996,0.9,79.8,0.7
2026-04-24 18:43:38.154647,1.8,79.7,0.7
2026-04-24 18:43:43.156870,1.7,79.6,0.7
2026-04-24 18:43:48.159238,1.7,79.7,0.7
2026-04-24 18:43:53.161424,1.3,79.7,0.7
2026-04-24 18:43:58.163796,1.9,79.7,0.7
2026-04-24 18:44:03.166090,1.5,79.7,0.7
2026-04-24 18:44:08.168358,1.9,79.6,0.7
2026-04-24 18:44:13.170773,1.5,79.6,0.7
2026-04-24 18:44:18.173053,1.1,79.7,0.7
2026-04-24 18:44:23.175320,1.1,79.7,0.7
2026-04-24 18:44:28.177665,3.1,79.7,0.7
2026-04-24 18:44:33.180641,0.7,79.7,0.7
2026-04-24 18:44:38.182885,1.4,79.7,0.7
2026-04-24 18:44:43.185314,1.4,79.7,0.7
2026-04-24 18:44:48.187710,1.8,79.6,0.7
2026-04-24 18:44:53.190089,1.0,79.7,0.7
